user_id,latitude,longitude,hour,day_type,is_night,is_alone,crowd_density,lighting_condition,crime_area_score,phone_motion_status,walking_speed,distance_from_home,distance_from_safe_zone,battery_level,network_status,weather_condition,panic_button,unusual_movement,time_spent_at_location,nearest_trusted_contact_distance,night_risk_score,isolation_score,movement_risk_score,location_risk_score,emergency_score,total_risk_score,risk_level
U04682,26.09439,72.322457,13,0,0,0,low,bright,0.208,running,1.49,1.63,3.47,85,4G,clear,0,0,2,4.38,0.0,0.4,0.6,0.1441,0.0,0.206,Safe
U04683,34.955567,78.956286,2,0,1,0,low,dark,0.068,walking,4.06,3.97,1.87,26,4G,clear,0,0,22,2.62,1.0,0.4,0.2,0.0659,0.0,0.3265,Safe
U04684,12.553711,86.433592,9,0,0,1,medium,bright,0.211,stationary,0.59,1.5,0.7,51,2G,clear,0,0,1,15.01,0.0,0.8,0.1,0.1175,0.0,0.2044,Safe
U04685,10.372432,82.67627,5,0,1,1,high,dim,0.401,stationary,6.32,1.45,0.64,25,4G,clear,0,1,20,0.32,0.6,0.64,0.1,0.2117,0.3,0.3759,Medium Risk
U04686,11.763726,91.998645,0,0,1,0,low,dark,0.431,running,5.96,2.4,3.25,34,no_signal,cloudy,0,0,20,1.53,1.0,0.4,0.6,0.256,0.0,0.434,Medium Risk
U04687,15.270856,86.597724,22,0,1,0,low,dim,0.108,erratic,1.52,0.11,3.52,98,5G,foggy,0,0,8,1.13,0.6,0.4,1.0,0.0896,0.0,0.3724,Medium Risk
U04688,19.253249,75.64279,23,0,1,0,medium,dim,0.388,running,5.78,6.25,5.12,60,4G,clear,0,0,8,0.97,0.6,0.2,0.6,0.266,0.0,0.3165,Safe
U04689,31.290289,84.165703,13,0,0,1,medium,bright,0.092,erratic,3.19,0.05,11.21,69,2G,clear,0,0,2,3.97,0.0,0.8,1.0,0.1583,0.0,0.3496,Safe
U04690,15.656978,69.861543,7,0,0,0,medium,dim,0.195,erratic,3.82,2.1,2.3,98,no_signal,foggy,0,0,9,0.15,0.0,0.2,1.0,0.1275,0.0,0.2219,Safe
U04691,32.711569,84.842926,18,0,0,1,medium,bright,0.395,stationary,3.01,1.55,5.06,19,3G,cloudy,0,0,1,0.97,0.0,0.8,0.1,0.2533,0.2,0.2783,Safe
U04692,20.498508,79.300251,13,0,0,1,medium,bright,0.548,stationary,7.28,21.85,0.49,34,4G,clear,0,0,11,0.9,0.0,0.8,0.1,0.3517,0.0,0.2629,Safe
U04693,25.470891,70.853556,9,1,0,0,medium,bright,0.278,running,5.27,4.81,0.55,45,3G,rainy,0,0,78,5.2,0.0,0.2,0.6,0.1605,0.0,0.1701,Safe
U04694,15.139008,76.916455,16,0,0,0,high,bright,0.218,stationary,2.49,0.55,4.37,28,5G,rainy,0,0,2,1.36,0.0,0.04,0.1,0.1545,0.0,0.0616,Safe
U04695,12.212373,94.044523,8,1,0,1,high,dim,0.126,stationary,6.15,14.54,0.23,26,3G,clear,0,0,44,3.1,0.0,0.64,0.1,0.1138,0.0,0.1714,Safe
U04696,31.475337,84.9951,5,0,1,1,low,dark,0.231,stationary,2.91,1.32,3.78,71,5G,rainy,0,0,1,0.34,1.0,1.0,0.1,0.1577,0.0,0.4544,Medium Risk
U04697,10.956667,94.194681,10,0,0,1,medium,bright,0.291,stationary,0.56,8.18,0.54,26,4G,clear,0,0,26,5.34,0.0,0.8,0.1,0.1782,0.0,0.2195,Safe
U04698,28.898575,79.913316,6,0,0,1,low,bright,0.596,erratic,2.71,28.07,0.85,94,5G,clear,0,0,49,2.45,0.0,1.0,1.0,0.4001,0.0,0.45,Medium Risk
U04699,23.686576,96.388349,16,0,0,0,high,bright,0.52,erratic,0.27,19.78,0.94,34,3G,clear,0,0,52,7.03,0.0,0.04,1.0,0.3353,0.0,0.2418,Safe
U04700,31.25072,78.440553,0,1,1,0,medium,dark,0.124,running,0.97,7.71,5.8,87,4G,clear,0,0,5,7.76,1.0,0.2,0.6,0.1457,0.0,0.3664,Medium Risk
U04701,27.381097,89.947334,21,0,1,0,high,dim,0.143,walking,0.37,41.73,0.57,46,5G,rainy,0,1,12,1.16,0.6,0.04,0.2,0.2163,0.3,0.2721,Safe
U04702,15.604931,76.856689,4,0,1,0,low,dim,0.161,stationary,3.1,1.01,0.52,98,4G,clear,0,0,4,0.18,0.6,0.4,0.1,0.0891,0.0,0.2373,Safe
U04703,23.509545,71.073726,8,0,0,1,low,dim,0.757,stationary,7.83,7.17,0.19,87,5G,rainy,0,0,4,4.03,0.0,1.0,0.1,0.4043,0.0,0.3161,Safe
U04704,8.352988,92.158641,17,0,0,1,high,dim,0.517,walking,6.96,4.73,12.8,50,2G,rainy,0,0,7,3.19,0.0,0.64,0.2,0.4023,0.0,0.2586,Safe
U04705,20.830895,90.114864,23,1,1,0,high,dark,0.091,walking,6.68,6.79,2.37,88,4G,foggy,0,0,21,0.88,1.0,0.04,0.2,0.0918,0.0,0.261,Safe
U04706,10.322368,91.798242,20,0,1,1,high,dark,0.319,stationary,0.04,1.37,2.89,22,3G,stormy,0,0,59,2.65,1.0,0.64,0.1,0.193,0.0,0.3912,Medium Risk
U04707,19.581515,76.691141,1,0,1,0,low,dim,0.247,walking,2.24,11.93,6.76,89,3G,cloudy,0,0,45,1.28,0.6,0.4,0.2,0.2309,0.0,0.2877,Safe
U04708,10.959519,88.406187,10,0,0,0,low,dim,0.145,walking,1.65,0.93,0.4,61,4G,cloudy,1,0,69,0.76,0.0,0.4,0.2,0.0796,0.5,0.2299,Emergency
U04709,33.797955,74.377763,5,1,1,0,medium,dark,0.178,walking,6.39,0.68,0.43,98,4G,clear,1,0,47,1.13,1.0,0.2,0.2,0.0956,0.5,0.3939,Emergency
U04710,22.122835,68.328035,7,0,0,1,medium,bright,0.532,walking,0.31,11.27,1.11,39,3G,clear,0,0,4,1.29,0.0,0.8,0.2,0.3147,0.0,0.2687,Safe
U04711,32.656886,93.128174,3,0,1,1,high,dark,0.158,stationary,5.97,6.79,0.19,99,4G,clear,0,0,30,5.17,1.0,0.64,0.1,0.1035,0.0,0.3689,Medium Risk
U04712,8.603888,83.182239,17,0,0,0,low,dark,0.125,walking,4.78,4.6,17.35,33,4G,clear,0,1,3,5.58,0.4,0.4,0.2,0.2513,0.3,0.3128,Safe
U04713,25.216639,96.525947,10,1,0,1,low,bright,0.175,walking,1.44,6.7,4.01,31,3G,cloudy,0,0,3,17.42,0.0,1.0,0.2,0.1499,0.0,0.2675,Safe
U04714,16.287772,79.166035,4,0,1,0,medium,bright,0.321,stationary,5.17,0.05,5.14,62,5G,foggy,0,0,24,1.53,0.6,0.2,0.1,0.2121,0.0,0.228,Safe
U04715,19.659383,95.749317,14,0,0,0,low,dark,0.628,stationary,2.27,9.43,7.05,70,4G,clear,0,0,15,1.3,0.4,0.4,0.1,0.4159,0.0,0.279,Safe
U04716,31.57336,85.836661,17,1,0,1,medium,bright,0.301,walking,1.21,0.26,4.3,71,4G,clear,0,0,17,4.49,0.0,0.8,0.2,0.1944,0.0,0.2386,Safe
U04717,34.46057,82.853947,1,1,1,0,medium,dark,0.028,stationary,2.84,3.62,1.43,7,4G,clear,0,0,32,8.23,1.0,0.2,0.1,0.0404,0.2,0.3051,Safe
U04718,14.655283,76.781478,21,0,1,0,medium,dim,0.397,running,7.39,0.16,0.1,14,2G,clear,0,0,5,6.51,0.6,0.2,0.6,0.2,0.2,0.34,Safe
U04719,33.602839,91.933014,10,1,0,0,low,bright,0.313,stationary,4.94,7.0,0.26,76,5G,clear,0,0,9,1.5,0.0,0.4,0.1,0.1824,0.0,0.1406,Safe
U04720,26.595628,92.035048,12,0,0,0,high,bright,0.354,stationary,4.49,1.61,0.07,67,4G,rainy,0,0,3,0.61,0.0,0.04,0.1,0.1831,0.0,0.0688,Safe
U04721,33.688176,80.090956,3,1,1,1,medium,dark,0.581,erratic,5.85,2.95,7.03,28,5G,stormy,0,0,44,1.12,1.0,0.8,1.0,0.3706,0.0,0.6027,High Risk
U04722,23.183909,89.091501,21,0,1,1,low,bright,0.136,walking,3.36,21.02,1.93,65,4G,clear,0,0,29,1.1,0.6,1.0,0.2,0.1574,0.0,0.3893,Medium Risk
U04723,33.94042,80.9699,6,0,0,1,low,bright,0.219,walking,4.6,6.98,19.11,31,4G,clear,0,0,12,2.23,0.0,1.0,0.2,0.3239,0.0,0.311,Safe
U04724,32.096297,89.45012,10,1,0,0,high,dark,0.522,walking,2.02,0.6,1.47,80,4G,rainy,0,0,14,2.12,0.4,0.04,0.2,0.2777,0.0,0.1874,Safe
U04725,11.471977,96.831515,21,1,1,1,medium,dark,0.138,stationary,3.82,15.28,1.55,18,3G,cloudy,0,0,47,0.13,1.0,0.8,0.1,0.1354,0.2,0.4489,Medium Risk
U04726,16.391328,75.612393,23,0,1,0,medium,dim,0.333,walking,6.19,3.2,0.72,80,2G,foggy,0,0,2,3.55,0.6,0.2,0.2,0.1844,0.0,0.2361,Safe
U04727,14.562706,86.387521,3,1,1,1,high,dark,0.34,walking,5.8,9.03,1.19,85,4G,foggy,0,0,24,0.54,1.0,0.64,0.2,0.212,0.0,0.411,Medium Risk
U04728,23.446682,79.016461,14,0,0,1,medium,bright,0.017,stationary,6.43,0.69,1.19,88,5G,cloudy,0,0,6,9.52,0.0,0.8,0.1,0.0227,0.0,0.1807,Safe
U04729,29.675585,83.902775,0,1,1,0,low,bright,0.282,stationary,4.7,0.59,11.67,87,4G,clear,0,1,49,6.29,0.6,0.4,0.1,0.2597,0.3,0.3399,Safe
U04730,28.504109,93.350271,22,0,1,0,low,bright,0.247,stationary,6.75,1.53,0.49,71,4G,clear,0,0,10,0.13,0.6,0.4,0.1,0.1335,0.0,0.2484,Safe
U04731,27.622227,78.0797,2,0,1,1,high,dark,0.366,stationary,0.91,0.15,8.58,62,5G,rainy,0,0,0,3.55,1.0,0.64,0.1,0.2693,0.0,0.4103,Medium Risk
U04732,18.132152,70.099261,13,0,0,0,medium,bright,0.163,stationary,7.38,4.75,8.17,39,4G,clear,0,0,21,3.71,0.0,0.2,0.1,0.179,0.0,0.0998,Safe
U04733,11.770196,91.169178,5,0,1,0,medium,dim,0.357,stationary,1.01,0.99,2.95,51,4G,clear,0,0,4,3.89,0.6,0.2,0.1,0.2113,0.0,0.2278,Safe
U04734,13.685756,84.095721,17,0,0,0,high,bright,0.432,stationary,5.24,14.65,2.74,11,2G,cloudy,0,0,41,3.38,0.0,0.04,0.1,0.2922,0.2,0.1361,Safe
U04735,28.025291,81.032627,0,0,1,1,medium,dim,0.183,walking,5.0,28.56,1.21,81,2G,clear,0,0,4,0.96,0.6,0.8,0.2,0.1988,0.0,0.3597,Medium Risk
U04736,11.983427,73.316658,5,0,1,0,medium,dim,0.287,stationary,5.8,12.63,1.54,57,4G,cloudy,0,0,5,4.15,0.6,0.2,0.1,0.201,0.0,0.2252,Safe
U04737,14.019561,70.692729,5,1,1,1,medium,dim,0.307,walking,2.28,1.54,0.78,87,4G,clear,0,0,21,7.79,0.6,0.8,0.2,0.1664,0.0,0.3516,Medium Risk
U04738,19.462922,76.083331,20,0,1,0,medium,bright,0.231,stationary,5.26,2.84,1.39,59,3G,foggy,0,0,36,1.34,0.6,0.2,0.1,0.1389,0.0,0.2097,Safe
U04739,9.947036,88.848224,15,0,0,0,medium,bright,0.299,stationary,0.42,2.13,2.09,73,5G,cloudy,0,0,0,24.5,0.0,0.2,0.1,0.1775,0.0,0.0994,Safe
U04740,13.742686,79.941357,4,0,1,0,low,dark,0.42,running,2.79,2.51,5.46,24,3G,clear,0,1,12,1.13,1.0,0.4,0.6,0.273,0.3,0.4982,Medium Risk
U04741,12.043739,84.5366,16,0,0,1,high,bright,0.265,walking,5.46,8.68,1.18,7,5G,rainy,0,0,3,21.56,0.0,0.64,0.2,0.1732,0.2,0.2413,Safe
U04742,33.685688,70.379321,9,0,0,1,high,bright,0.541,walking,3.64,2.37,1.49,75,4G,cloudy,1,0,12,1.69,0.0,0.64,0.2,0.2933,0.5,0.3313,Emergency
U04743,13.171199,71.574048,20,0,1,0,medium,dark,0.093,walking,7.97,11.69,0.45,5,3G,cloudy,0,0,27,2.06,1.0,0.2,0.2,0.09,0.2,0.3325,Safe
U04744,31.267782,68.327869,17,0,0,1,medium,bright,0.431,running,3.88,0.33,0.32,26,3G,foggy,0,0,6,10.53,0.0,0.8,0.6,0.2198,0.0,0.305,Safe
U04745,11.099551,87.525249,6,0,0,0,low,bright,0.23,stationary,5.39,2.65,0.03,97,5G,cloudy,0,1,11,1.56,0.0,0.4,0.1,0.1241,0.3,0.186,Safe
U04746,31.481175,75.669181,2,0,1,1,high,dim,0.452,stationary,6.38,0.04,4.4,85,4G,stormy,0,0,1,3.92,0.6,0.64,0.1,0.2701,0.0,0.3305,Safe
U04747,24.184712,96.040871,12,0,0,0,medium,bright,0.463,stationary,7.01,2.22,2.45,40,no_signal,clear,0,0,40,0.65,0.0,0.2,0.1,0.2634,0.0,0.1209,Safe
U04748,30.94206,76.945218,14,1,0,0,medium,dim,0.099,stationary,4.6,1.9,2.4,98,4G,cloudy,0,1,31,2.63,0.0,0.2,0.1,0.0798,0.3,0.135,Safe
U04749,31.418415,78.544923,19,0,0,1,medium,bright,0.403,stationary,6.04,6.61,0.49,19,5G,rainy,0,0,9,0.41,0.0,0.8,0.1,0.2284,0.2,0.2721,Safe
U04750,24.102085,81.615205,18,1,0,0,low,bright,0.21,walking,6.79,3.26,4.04,82,2G,clear,0,0,6,4.04,0.0,0.4,0.2,0.1563,0.0,0.1491,Safe
U04751,32.777742,77.255082,2,0,1,1,low,dark,0.2,stationary,1.21,2.52,2.03,50,4G,foggy,1,0,40,7.72,1.0,1.0,0.1,0.1287,0.5,0.5472,Emergency
U04752,23.807104,91.705853,3,1,1,1,low,bright,0.221,stationary,2.02,4.14,2.27,29,4G,clear,0,0,17,2.01,0.6,1.0,0.1,0.147,0.0,0.3718,Medium Risk
U04753,27.239257,93.409997,4,0,1,1,medium,dim,0.356,stationary,0.18,0.14,9.98,78,3G,cloudy,0,0,22,2.38,0.6,0.8,0.1,0.2783,0.0,0.3646,Medium Risk
U04754,19.234173,68.320046,0,0,1,1,medium,dark,0.12,stationary,5.09,7.47,3.36,40,5G,clear,0,0,11,2.76,1.0,0.8,0.1,0.1185,0.0,0.4046,Medium Risk
U04755,32.679828,86.985187,3,1,1,1,low,dark,0.307,erratic,4.63,2.0,5.01,23,4G,clear,0,0,5,3.68,1.0,1.0,1.0,0.2103,0.0,0.6026,High Risk
U04756,30.252389,87.89656,11,0,0,0,low,bright,0.413,stationary,6.66,3.5,2.7,53,3G,clear,0,0,4,0.7,0.0,0.4,0.1,0.2452,0.0,0.1563,Safe
U04757,12.501254,95.881321,23,0,1,1,low,dark,0.305,walking,3.72,14.05,3.05,86,3G,rainy,0,0,4,0.06,1.0,1.0,0.2,0.2298,0.0,0.4875,Medium Risk
U04758,23.562472,78.741577,9,0,0,1,low,bright,0.224,walking,4.73,12.83,8.69,82,5G,rainy,0,0,6,1.21,0.0,1.0,0.2,0.2417,0.0,0.2904,Safe
U04759,32.214338,73.663119,22,1,1,1,high,dark,0.229,running,6.63,7.15,12.72,47,4G,clear,0,1,64,2.87,1.0,0.64,0.6,0.2655,0.3,0.5444,Medium Risk
U04760,29.412741,83.096851,20,0,1,1,high,dark,0.367,walking,0.31,3.4,1.44,38,4G,clear,0,0,34,4.13,1.0,0.64,0.2,0.2092,0.0,0.4103,Medium Risk
U04761,33.988925,80.979115,19,0,0,1,low,bright,0.535,stationary,0.86,4.26,2.69,59,5G,clear,0,0,1,1.06,0.0,1.0,0.1,0.3086,0.0,0.2922,Safe
U04762,14.245146,90.960213,23,0,1,0,medium,dark,0.472,walking,2.43,0.78,6.16,82,3G,clear,0,0,36,0.89,1.0,0.2,0.2,0.3002,0.0,0.3451,Safe
U04763,17.92141,94.215288,12,0,0,0,medium,bright,0.236,stationary,1.86,10.14,3.35,22,4G,clear,0,0,50,6.29,0.0,0.2,0.1,0.1853,0.0,0.1013,Safe
U04764,21.694181,70.514533,22,1,1,0,high,dark,0.324,stationary,1.39,0.88,2.05,88,4G,clear,0,0,7,0.05,1.0,0.04,0.1,0.1854,0.0,0.2694,Safe
U04765,14.282068,92.550805,13,0,0,1,low,bright,0.007,walking,0.23,7.02,3.59,49,4G,stormy,0,0,19,6.96,0.0,1.0,0.2,0.0628,0.0,0.2457,Safe
U04766,18.639222,94.360155,22,1,1,0,low,dim,0.368,erratic,7.87,11.63,2.05,88,5G,clear,1,0,24,1.39,0.6,0.4,1.0,0.2433,0.5,0.5108,Emergency
U04767,22.513559,94.79994,4,0,1,1,medium,dim,0.314,walking,5.37,0.3,5.32,72,5G,clear,0,0,2,20.38,0.6,0.8,0.2,0.2112,0.0,0.3628,Medium Risk
U04768,13.166158,90.164986,3,0,1,1,high,dark,0.258,erratic,5.38,8.52,2.26,92,3G,clear,0,0,5,0.32,1.0,0.64,1.0,0.18,0.0,0.523,Medium Risk
U04769,14.930571,89.520394,13,0,0,1,low,dim,0.107,running,5.82,3.98,2.39,14,4G,clear,0,0,8,1.58,0.0,1.0,0.6,0.0907,0.2,0.3527,Medium Risk
U04770,11.370747,68.432006,9,0,0,1,low,bright,0.605,running,7.6,4.89,3.36,93,5G,foggy,0,1,19,0.78,0.0,1.0,0.6,0.3524,0.3,0.4381,Medium Risk
U04771,27.261298,94.685557,16,0,0,0,low,bright,0.25,walking,3.79,3.88,2.38,72,no_signal,clear,0,0,8,7.66,0.0,0.4,0.2,0.1617,0.0,0.1504,Safe
U04772,17.761902,78.193651,9,0,0,0,medium,bright,0.372,stationary,5.33,6.89,3.97,24,4G,foggy,0,0,11,3.99,0.0,0.2,0.1,0.2487,0.0,0.1172,Safe
U04773,13.947186,69.192535,6,0,0,1,medium,bright,0.063,walking,7.07,9.21,1.16,80,4G,cloudy,0,0,2,1.06,0.0,0.8,0.2,0.0738,0.0,0.2085,Safe
U04774,21.697752,79.9764,15,0,0,1,high,bright,0.338,walking,3.67,0.13,0.79,92,2G,clear,0,0,7,9.58,0.0,0.64,0.2,0.1773,0.0,0.2023,Safe
U04775,9.842731,89.252726,0,0,1,1,high,dark,0.211,stationary,4.56,3.18,4.25,59,4G,clear,0,0,66,1.69,1.0,0.64,0.1,0.1586,0.0,0.3827,Medium Risk
U04776,32.931978,80.816701,16,0,0,1,medium,bright,0.32,running,1.69,0.17,4.51,27,3G,cloudy,1,0,44,1.73,0.0,0.8,0.6,0.2057,0.5,0.4014,Emergency
U04777,15.950623,89.982322,20,0,1,0,high,dim,0.24,walking,4.44,1.63,2.75,63,2G,foggy,0,0,28,1.72,0.6,0.04,0.2,0.1529,0.0,0.1962,Safe
U04778,31.934537,82.772873,8,0,0,1,low,dark,0.176,walking,5.18,9.77,2.58,39,2G,cloudy,0,0,3,6.4,0.4,1.0,0.2,0.1464,0.0,0.3466,Safe
U04779,21.435742,76.683387,5,0,1,0,medium,bright,0.219,walking,0.94,0.68,0.76,16,4G,clear,0,0,43,2.6,0.6,0.2,0.2,0.1194,0.2,0.2598,Safe
U04780,30.954063,73.884458,18,0,0,1,high,dim,0.242,erratic,4.3,2.92,0.29,9,4G,stormy,0,0,2,5.69,0.0,0.64,1.0,0.1336,0.2,0.3514,Medium Risk
U04781,14.67074,80.211996,12,1,0,0,medium,bright,0.192,stationary,1.55,9.55,0.05,60,3G,clear,0,0,6,1.65,0.0,0.2,0.1,0.1283,0.0,0.0871,Safe
U04782,12.732306,69.0383,2,0,1,0,low,dark,0.301,stationary,6.01,10.75,3.63,60,4G,clear,0,0,4,3.61,1.0,0.4,0.1,0.2226,0.0,0.3507,Medium Risk
U04783,30.934119,80.253773,6,0,0,1,low,bright,0.354,walking,7.14,1.62,5.83,16,4G,cloudy,0,0,4,0.79,0.0,1.0,0.2,0.2407,0.2,0.3302,Safe
U04784,13.748945,69.989983,21,0,1,1,medium,dim,0.401,stationary,7.96,7.62,12.09,51,4G,clear,0,0,23,1.37,0.6,0.8,0.1,0.3468,0.0,0.3817,Medium Risk
U04785,28.147274,93.433137,8,1,0,1,high,bright,0.317,walking,0.27,0.76,10.23,89,4G,rainy,0,0,3,7.44,0.0,0.64,0.2,0.2633,0.0,0.2238,Safe
U04786,17.303762,84.68895,21,0,1,1,medium,dark,0.141,stationary,4.41,3.55,7.68,65,5G,clear,0,0,41,0.41,1.0,0.8,0.1,0.1591,0.0,0.4148,Medium Risk
U04787,28.201231,86.735246,4,1,1,0,low,bright,0.065,erratic,4.6,4.67,0.86,61,4G,stormy,0,1,11,4.08,0.6,0.4,1.0,0.0567,0.3,0.4242,Medium Risk
U04788,32.506449,76.377056,9,0,0,0,medium,bright,0.417,walking,7.03,3.61,0.33,50,4G,clear,1,0,1,4.91,0.0,0.2,0.2,0.2238,0.5,0.226,Emergency
U04789,34.504238,74.548811,22,1,1,1,high,dark,0.076,stationary,4.55,3.13,0.38,18,4G,cloudy,0,0,37,3.31,1.0,0.64,0.1,0.0522,0.2,0.3961,Medium Risk
U04790,17.714856,88.529252,16,0,0,1,medium,bright,0.498,stationary,0.9,5.13,0.9,20,4G,rainy,0,0,24,0.75,0.0,0.8,0.1,0.2751,0.0,0.2438,Safe
U04791,17.923198,87.475399,11,0,0,1,low,bright,0.282,walking,5.44,0.1,0.19,60,3G,clear,0,0,31,3.58,0.0,1.0,0.2,0.1432,0.0,0.2658,Safe
U04792,34.497469,71.557675,22,0,1,0,high,dim,0.467,stationary,3.02,0.68,3.81,83,4G,rainy,0,0,13,0.73,0.6,0.04,0.1,0.2739,0.0,0.2115,Safe
U04793,31.26126,74.9206,15,1,0,0,high,dim,0.175,erratic,0.06,1.35,5.61,40,4G,rainy,0,0,34,3.15,0.0,0.04,1.0,0.1481,0.0,0.195,Safe
U04794,9.217483,95.450698,2,1,1,1,medium,bright,0.623,walking,7.28,6.99,0.74,46,no_signal,rainy,0,1,1,3.23,0.6,0.8,0.2,0.3422,0.3,0.4556,Medium Risk
U04795,23.48315,76.821145,21,0,1,0,low,dim,0.205,walking,3.9,1.14,0.53,98,4G,rainy,0,0,19,1.49,0.6,0.4,0.2,0.1116,0.0,0.2579,Safe
U04796,12.893609,68.749114,8,0,0,0,medium,bright,0.392,stationary,6.14,3.6,0.37,85,4G,cloudy,0,0,1,1.36,0.0,0.2,0.1,0.2117,0.0,0.1079,Safe
U04797,34.838338,69.849679,14,0,0,0,high,dim,0.058,stationary,6.39,0.5,1.28,30,4G,clear,0,0,5,3.28,0.0,0.04,0.1,0.0435,0.0,0.0339,Safe
U04798,11.750921,90.489349,4,0,1,1,high,dark,0.448,stationary,4.34,3.06,5.51,28,4G,clear,0,0,23,2.71,1.0,0.64,0.1,0.2893,0.0,0.4153,Medium Risk
U04799,23.102386,89.957515,22,0,1,0,high,dark,0.316,stationary,4.5,5.88,2.82,13,no_signal,clear,0,0,10,0.39,1.0,0.04,0.1,0.2058,0.2,0.3144,Safe
U04800,25.960356,79.072991,12,0,0,1,low,bright,0.488,walking,1.6,1.83,2.58,13,3G,clear,0,0,27,3.08,0.0,1.0,0.2,0.2759,0.2,0.339,Safe
U04801,33.300746,72.442823,13,1,0,1,high,bright,0.121,walking,4.98,0.5,5.73,89,4G,rainy,0,0,4,5.39,0.0,0.64,0.2,0.1195,0.0,0.1879,Safe
U04802,30.875974,82.445051,19,0,0,0,medium,bright,0.219,walking,0.08,3.99,1.47,97,4G,clear,0,0,21,1.09,0.0,0.2,0.2,0.1375,0.0,0.1044,Safe
U04803,14.635379,77.624771,14,0,0,0,high,bright,0.419,walking,0.42,1.35,0.48,40,4G,clear,1,1,12,1.05,0.0,0.04,0.2,0.2188,0.8,0.2527,Emergency
U04804,23.460847,78.845082,15,0,0,0,medium,bright,0.205,walking,6.27,2.08,0.25,96,4G,rainy,0,1,3,4.36,0.0,0.2,0.2,0.1119,0.3,0.158,Safe
U04805,33.746497,75.568575,22,1,1,0,high,dark,0.42,stationary,2.21,7.62,2.69,16,2G,cloudy,0,0,22,0.77,1.0,0.04,0.1,0.2623,0.2,0.3286,Safe
U04806,27.864355,69.822879,12,1,0,0,low,bright,0.175,walking,3.06,3.68,0.29,50,3G,cloudy,0,0,27,15.45,0.0,0.4,0.2,0.1027,0.0,0.1357,Safe
U04807,26.585081,90.943619,16,0,0,1,medium,bright,0.065,running,6.62,0.65,10.03,87,3G,clear,0,0,64,1.07,0.0,0.8,0.6,0.135,0.0,0.2837,Safe
U04808,28.382329,85.928404,22,1,1,0,low,dark,0.286,walking,4.59,0.38,2.8,68,3G,foggy,0,0,72,2.59,1.0,0.4,0.2,0.1723,0.0,0.3531,Medium Risk
U04809,16.707667,92.204419,7,1,0,0,low,bright,0.231,stationary,5.58,1.77,0.43,41,3G,cloudy,0,0,21,1.35,0.0,0.4,0.1,0.1257,0.0,0.1264,Safe
U04810,27.689811,82.592857,20,0,1,1,medium,dark,0.159,walking,3.02,11.83,3.52,51,4G,clear,0,0,15,2.33,1.0,0.8,0.2,0.1541,0.0,0.4285,Medium Risk
U04811,14.287078,96.564613,1,0,1,1,medium,dark,0.102,stationary,7.91,8.76,0.31,13,3G,stormy,0,0,22,4.88,1.0,0.8,0.1,0.0833,0.2,0.4358,Medium Risk
U04812,19.558775,95.913222,4,1,1,0,medium,dim,0.206,walking,3.43,1.16,5.29,77,5G,clear,0,0,12,0.47,0.6,0.2,0.2,0.1598,0.0,0.2299,Safe
U04813,32.028078,75.881721,5,0,1,1,low,dark,0.372,walking,6.69,0.4,2.73,62,3G,cloudy,0,0,10,4.54,1.0,1.0,0.2,0.2146,0.0,0.4837,Medium Risk
U04814,8.512221,79.222331,11,0,0,0,low,bright,0.422,stationary,2.55,4.85,1.61,74,3G,clear,0,0,2,5.75,0.0,0.4,0.1,0.2433,0.0,0.1558,Safe
U04815,19.186604,89.828573,17,0,0,0,low,bright,0.071,stationary,6.17,11.89,1.97,82,5G,rainy,0,0,44,5.56,0.0,0.4,0.1,0.0948,0.0,0.1187,Safe
U04816,15.204188,90.5215,21,0,1,1,low,dim,0.468,walking,0.77,7.25,0.23,59,5G,rainy,0,0,32,3.31,0.6,1.0,0.2,0.2605,0.0,0.4151,Medium Risk
U04817,13.36192,94.410275,21,1,1,1,medium,bright,0.536,stationary,7.97,1.38,4.18,81,4G,clear,0,0,63,9.06,0.6,0.8,0.1,0.3144,0.0,0.3736,Medium Risk
U04818,30.641536,86.926381,0,0,1,1,medium,dim,0.271,running,6.57,4.59,1.24,46,3G,cloudy,0,0,24,1.62,0.6,0.8,0.6,0.1632,0.0,0.4108,Medium Risk
U04819,26.805461,81.778508,16,0,0,0,high,bright,0.395,stationary,1.96,0.61,0.74,20,3G,clear,0,0,6,6.48,0.0,0.04,0.1,0.2069,0.0,0.0747,Safe
U04820,11.041083,78.951895,10,1,0,1,low,bright,0.12,stationary,2.32,3.2,2.57,43,4G,stormy,0,0,20,4.71,0.0,1.0,0.1,0.0964,0.0,0.2391,Safe
U04821,21.35051,80.156178,9,0,0,0,low,bright,0.199,stationary,2.66,5.38,4.32,96,4G,clear,0,0,9,1.6,0.0,0.4,0.1,0.1606,0.0,0.1352,Safe
U04822,20.606456,92.661749,18,0,0,0,medium,bright,0.21,running,3.16,4.61,0.47,28,5G,clear,0,0,16,0.91,0.0,0.2,0.6,0.1251,0.0,0.1613,Safe
U04823,11.84825,96.420256,13,1,0,1,high,bright,0.265,stationary,2.73,5.95,0.27,6,5G,foggy,0,0,30,9.47,0.0,0.64,0.1,0.155,0.2,0.2218,Safe
U04824,29.593593,69.505366,9,0,0,0,low,dim,0.264,walking,1.33,3.45,3.8,53,3G,cloudy,0,0,72,14.34,0.0,0.4,0.2,0.1815,0.0,0.1554,Safe
